,tweet,sentiment
7382,hindutva empir wors british empir blame modi s aggress s britain intellectu cowardic indian hindu extrem terror polit javeria everyon blind like western msm come hindu extrem,negative
7383,massiv crackdown jamaateislami jampk member arrest larg properti raid crs asset len wish modi drjitendrasingh itself nevertheless der aay hope agenc go way amp wipeout terroroutfit complet,negative
7384,arundhati roy make excel point overlook now by goad pakistan counterstrik make india pakistan two nuclear power histori bomb other modi internationalis kashmir disput,negative
7385,recent outcom would differ rafal aircraft modi indirect admit iaf india pakistan,neutral
7386,meetasengupta asmita anoth sleeper wake up pakistan wage war us sinc use proxi peep path hate modi start lose reason amp logic wake amp smell chai,negative
7387,answer indian know hindu pm modi never tell lie and though respons murder muslim gujrat still good person pakistani media us expos innoc hindu pm modi,positive
7388,modi fold doubl,neutral
7389,modi prime minist modi arriv india today conclav million indian address prime minist,neutral
7390,live pm shri narendramodi keynot address india today conclav modiatconclav,positive
7391,jhaprabhatbjp vikramkumarind modi bjpindia new india,positive
7392,bjp behind pulwama attack alleg former parti member avi dandiya,negative
7393,jiteshsingh ranausman ashoswai dear nsitharaman man modi dp call naxal cant bear disrespect first woman defenc minist kind defend yourself,positive
7394,saad imran khan meant said war solut one win war human lose per kya karein take wise man understand this someon shallow amp power hungri modi might get easili,positive
7395,look india bjp exploit militari strike pakistan elector gain complet shameless,neutral
7396,here pakistan stop support terror terrorist turn pakistan amp break civil war pakistan continu terror amp modi back sequenti dismantl pakistan abomin gonna last much longer,positive
7397,modi admit iaf failur forget rafal buy jf instead interest,neutral
7398,india famili background militari heart reliev indian air forc pilot abhinandan varthaman safe return soil serv nation hero model nation congratul vkumar senseandcsens modi,positive
7399,iaf sq ldr rescu mob amp return india healthi amp walk indian sent back sharikullah jan held year coffin imrankhanpti continu offer peac modi set unpreced eg s treacheri amp deceit,neutral
7400,india s soldier india s pride nation war memori fit tribut india s braveheart took year pm modi make nation war memori realiti glimps histor monument,positive
7401,reemabjp modi proud mr narand modi ji greatest leader india world pm,positive
7402,amitgujju pakistani ask question give answer too support terror elect time month year after stop otherwis modi win,positive
7403,pm modi address construct technolog india event new delhi pm emphas commit govern toward ensur everi famili s dream home becom realiti,positive
7404,dr arshi burst modi media indianmediaexpos,neutral
7405,diggi raja again accus modi liar ask air strike proof prais ik diplomaci peac gestur wonder ppl still here get hell settl wherev want,neutral
7406,u sit feet n shed copious tear agre modijumla u ask tough question like whi rafal upa wr cancel n without technolog wr order amp crs siphon failur aa n arnt yet deliv coward rahulkanw,negative
7407,india serious need moral educ school colleg focus develop make nation great modi prakashjavdekar hrdministri prasoonjoshi,positive
7408,make mistak itmodi comeback inevit,neutral
7409,way modi win elect imrankhanpti tell indian vote him abhinandanvartaman go back famili great life love pakistan saynotowar,positive
7410,rupashreenanda aamaadmiparti utkarshaanand sc sit etern let modi distrupt del govt everi stage cost public welfar govern,neutral
7411,much could achiev india rafal aircraft pm modi,positive
7412,kapilkausik indian celebr pass day continu anoth day sure intern roit pakistan generalbakshi drgpradhan republ askanshul bjpindia modi majorgauravarya kapilmishraind minhazmerch tajinderbagga,positive
7413,india want pakistan punish jem pulwamaattack moot question is rss hindu mahasabha etc would involv blast pakistan would posit bjpindia amp bhakt rememb bjp taken action sanatan sanstha modin,positive
7414,final final coward modi accept defeat hassansiddiqui,neutral
7415,sandipr saliltripathi thecaravanindia modiera journal mockeri wherein news broker sold servic highest bidder they ve becom irrelev doesn t matter hypern whatev peopl don t regard journal respect profess know dalal,neutral
7416,bjp think beyond vote asadowaisi epic take,positive
7417,rahul gandhi respond pm narendramodi comment if india rafal jet result would differ,neutral
7418,benzmath lalithajr modi corrupt would work hour day phone bank enough plz ask pc mother brother would simpl vadra,negative
7419,abcd pm modi aauthorit bbold ccharismat ddevelop taken fromindia today conclav,neutral
7420,bjp cadr ramanathapuram parliamentari constitu take part bjpvijaysankalpbiker,neutral
7421,useless negat narrat peddl unbear do go epicentr negat peddl keynot speaker bust lie game troll master modi modi modiatconclav,negative
7422,noth chang year ago imrankhanpti use lead team green wherea modi use lead flock buffalo situat still same pakistanleadswithpeac pakistan,negative
7423,inclusivemind rahulkanw modi statement direct shaka educ pm noth help enemi nation say iaf defenc weak compar pak rahulkanw ask primetim mantri balakotairstrik aswel failur terrorist kill iaf,negative
7424,salut arvind kejriw speak truth modi war hysteria gobackmodi,neutral
7425,modi true leader make india strong economi world plz plz dont forget,positive
7426,pleas give sicko modi idea go for phd alreadi master degre crime human,neutral
7427,freeload good noth useless hopeless hafta eat wast gandu buffoon bjp r master mismanagementexpert excuseschampion score self goal sabotag name sabka saath sabka vika,positive
7428,nailainayat modi imran share nobl peac start war diffus same,neutral
7429,modi firenev heard speech like thatso direct face applaus room indic receivedal lipstick mami coat tie mama horribl time,positive
7430,finalstrik shall achiev shall achiev peac amp tranquil frm terror miscreant affili jaish amp like outfit elimin iron fist els never happen adgpi pmoindia modi iafmcc ajitdov rawstori indiannavi,neutral
7431,oo mean sagarikaghos s bomb daddi commiss vajapaye govt recommend great foresight abv govt select right candid ps shah fesal upa govt choic,positive
7432,pictur speak word warmong modi extremist amp terrorist imran khan is symbol peac india understand peac solut pakindo crise indianmediaexpos kashmirble gaddarlist,neutral
7433,modi cheapest person planet earth just polit gain kill arm forc biggest terrorist indiapeopl kashmir happi wajpa you worst let world live peaceth matchstick monkey hand,negative
7434,rahulkanw modi modi accept mistak govt cancel upa rafaled jet tech transfer deliveri jet fli away condit immedi jet manufactur india hal scrap upa rafal deal iaf would power today,neutral
7435,modi amp yogi new usp bjp halmark hindutva pride,positive
7436,timesnow know come elect also go lose give effort find someth new bjp keep blabber old thing,positive
7437,timesnow modi stole air forc pocket ha,neutral
7438,congress spokesperson use caricatur wc abhinandan pakistan flag background mock pm modi,neutral
7439,rememb vote pakistan prais kejriw plus entir opposit scare modi,neutral
7440,parad front camera decis releas as paki choic pure part psi op one facet continu low cost proxi war india time pak ampl help indian media amp modi hater,positive
7441,modi hater constip sinc may still cure even ask peac prize imran khan liberalismisamentaldisord,neutral
7442,pawan kalyan statement war no mention bjp explan statement clariti no mention bjp ian fake news add bjp businessstandard nationalherald indiatoday quint dawn pak fake news everywher,negative
7443,savag troll level modi ji,neutral
7444,welcomehomeabhinandan pulwamaterroristattack good even india pakistan modi ji given free hand indianairforc indianarmi indianmedia given free pm modi shame indian media drrizwanahm,positive
7445,timesnow chorchowkidar modi waiv anticorrupt claus rafal deal open door allow anil ambani steal cr iaf,neutral
7446,make wing command abhinandan hero came take innoc live across border polit gain modi sick stupid instead thank pakistan pakistan armi show human,negative
7447,rajshreealok jeetensingh piyushgoy manojtiwarimp modi rameshbidhuri rathor sharmakhemchand nsitharaman dovalajit shailenpratap bjpindia arunjaitley adgpi crpfindia say modi actual danger sign coz presidenti elect plz ask sensit vote bjp leader,positive
7448,modinewindia india emerg stronger amp prosper nation everi section societi must enjoy eas live activ support govt pm modi new india via namo app,positive
7449,imran khan word go histori word tall statesman gave peac chanc quot find place histor book esteem journal movi tshirt badg black white montag modi count vote,negative
7450,must read modi mess diplomat retain pms chair modi end demonstr kashmir flashpoint nuclear war everi person countri orgn interven amp everyth power prevent itwrit arundhati roy,negative
7451,atulxingh csatjustic rtforinc bjpindia doptgoi pmoindia modi amitshah incindia rahul gandhi priyankac yes this govern go help usthi govern poornot youthnot job aspirantsfin peopl india publicityfor mediafor show onlyfor corpor,neutral
7452,peacelovingpakistan prime minist imran khan readi talk indian counterpart modi telephon to extend invit peac foreign minist shah mehmood qureshi said thursday,negative
